Species,Class,Order,K,Lm,QB,Troph,DepthMax,TempPrefMean,Generation_time,RepGuildCombined,BodyShapIII_combined,PositionWaterColumn,SwimMode
Carangoides otrynter,Actinopterygii,Perciformes,0.310000002,34.1,6.2,4.43,100,16.7,2.797401,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,benthopelagic,carangiform
Carangoides plagiotaenia,Actinopterygii,Perciformes,0.370000005,29,6.3,4.03,200,27.1,2.298753,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal_compressed,reef_associated,carangiform
Carangoides praeustus,Actinopterygii,Perciformes,0.699999988,15.7,21.2,3.87,50,28.3,1.113116,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal_compressed,demersal,carangiform
Carangoides talamparoides,Actinopterygii,Perciformes,0.360000014,29.5,5.2,4.4,50,28.1,2.359092,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep,reef_associated,carangiform
Caranx bucculentus,Actinopterygii,Perciformes,0.305000007,38.42545,5.8,3.98,63,27.7,2.887262,nonguarders_open_water_substratum_egg_scatterers,short_and_or_deep,reef_associated,carangiform
Caranx caballus,Actinopterygii,Perciformes,0.361999989,29.04163,3.9,4.05,100,25.5,2.568033,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,pelagic_neritic,carangiform
Caranx caninus,Actinopterygii,Perciformes,0.202000007,44.32403,2.7,3.9,350,15.7,4.56521,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,pelagic_oceanic,carangiform
Caranx crysos,Actinopterygii,Perciformes,0.379999995,23.14358,6.6,4.13,100,24.9,2.156698,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,reef_associated,carangiform
Caranx fischeri,Actinopterygii,Perciformes,0.319999993,30.6,14.7,3.95,200,19.7,2.665046,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal_compressed,pelagic_neritic,carangiform
Caranx heberi,Actinopterygii,Perciformes,0.219999999,47.8,4.3,3.7,50,27.9,4.119086,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal_compressed,reef_associated,carangiform
Caranx hippos,Actinopterygii,Perciformes,0.349999994,55.96474,8.1,3.56,350,24.8,2.648934,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,reef_associated,carangiform
Caranx ignobilis,Actinopterygii,Perciformes,0.082000002,102.9876,2.1,4.22,188,26.8,12.14994,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal_compressed,reef_associated,carangiform
Caranx latus,Actinopterygii,Perciformes,0.170000002,54.1,3.1,4.16,140,26.5,5.411483,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,reef_associated,carangiform
Caranx lugubris,Actinopterygii,Perciformes,0.119999997,51.28862,4.9,4.5,354,27.1,7.596153,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal_compressed,benthopelagic,carangiform
Caranx melampygus,Actinopterygii,Perciformes,0.194000006,50.95952,4.2,4.49,190,27.9,4.70618,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal_compressed,reef_associated,carangiform
Caranx papuensis,Actinopterygii,Perciformes,0.58,47.8,4.4,3.98,50,27.6,1.5756,nonguarders,fusiform_normal_compressed,reef_associated,carangiform
Caranx rhonchus,Actinopterygii,Perciformes,0.303000003,25.64934,6.2,3.6,200,19.2,2.742405,nonguarders,fusiform_normal,benthopelagic,carangiform
Caranx ruber,Actinopterygii,Perciformes,0.143000007,37.91386,10.60000038,4.28,35,26.8,6.119787,nonguarders,fusiform_normal,reef_associated,carangiform
Caranx senegallus,Actinopterygii,Perciformes,0.189999998,53.5,4.6,3.86,200,19.7,4.848777,nonguarders,fusiform_normal,benthopelagic,carangiform
Caranx sexfasciatus,Actinopterygii,Perciformes,0.239999995,48.38882,5.7,4.5,146,27.3,3.781879,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal_compressed,reef_associated,carangiform
Caranx tille,Actinopterygii,Perciformes,0.289999992,31.77472,5.9,4.06,120,27,2.955425,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal_compressed,reef_associated,carangiform
Caranx vinctus,Actinopterygii,Perciformes,0.49000001,22.3,8.3,3.72,50,26.3,1.665494,nonguarders_open_water_substratum_egg_scatterers,fusiform_normal,pelagic_oceanic,carangiform
Carapus acus,Actinopterygii,Ophidiiformes,0.510333325,13.4,7.7,4.04,150,19.4,1.99740817,nonguarders_open_water_substratum_egg_scatterers,eel_like_compressed,demersal,anguilliform
Carapus bermudensis,Actinopterygii,Ophidiiformes,0.519866655,12.9,12,3.6,235,24.2,2.020301389,nonguarders_open_water_substratum_egg_scatterers,eel_like,reef_associated,anguilliform
Carapus dubius,Actinopterygii,Ophidiiformes,0.581666667,10,14.3,3.52,79,26,1.863078143,nonguarders_open_water_substratum_egg_scatterers,eel_like_oval,demersal,anguilliform
Carapus mourlani,Actinopterygii,Ophidiiformes,0.561466664,11.2,29.2,3.55,150,27.6,1.933544292,nonguarders_open_water_substratum_egg_scatterers,eel_like_oval,reef_associated,anguilliform
Carapus sluiteri,Actinopterygii,Ophidiiformes,0.785600001,7,40.2,3.42,34,25.7942,1.443334876,nonguarders_open_water_substratum_egg_scatterers,eel_like_oval,demersal,anguilliform
Carasobarbus apoensis,Actinopterygii,Cypriniformes,0.230000004,17.8,21.3,2.82,128.1208333,18.0525,3.392839,mixed,elongated,benthopelagic,subcarangiform
Cardiopharynx schoutedeni,Actinopterygii,Perciformes,0.810000002,10,14.3,3.4,151.29,21.55533333,1.339073,bearers_and_guarders,fusiform_normal,pelagic,carangiform
Careproctus acaecus,Actinopterygii,Scorpaeniformes,1.429999948,4.1,23.1,3.13,750,7.932119048,0.8613621,guarders,elongated,bathydemersal,subcarangiform
Careproctus acanthodes,Actinopterygii,Scorpaeniformes,0.769999981,7.4,7,3.21,582,1.5,1.463768,nonguarders,elongated,bathydemersal,balistiform
Careproctus aciculipunctatus,Actinopterygii,Scorpaeniformes,0.5,13.5,10.3,3.26,4100,3.428881139,2.102995,nonguarders,elongated,bathydemersal,balistiform
Careproctus acifer,Actinopterygii,Scorpaeniformes,0.75999999,7.5,7,3.21,2946,2.1447,1.488072,nonguarders,elongated,bathydemersal,balistiform
Careproctus aculeolatus,Actinopterygii,Scorpaeniformes,0.870000005,7.8,14.9,3.19,700,3.4,1.279853,nonguarders,elongated,bathydemersal,balistiform
Careproctus albescens,Actinopterygii,Scorpaeniformes,0.460000008,14.6,4.4,3.03,1460,4.4,1.652741,nonguarders,elongated,bathydemersal,balistiform
Careproctus ampliceps,Actinopterygii,Scorpaeniformes,0.970000029,7.1,7.2,3.18,3514,0,1.162932,nonguarders,elongated,bathydemersal,balistiform
Careproctus armatus,Actinopterygii,Scorpaeniformes,0.5,0.9,64.6,3.26,1290,1.886285931,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus atakamensis,Actinopterygii,Scorpaeniformes,1.669999957,3.5,11.6,3.11,3080,5.409290909,0.7432066,guarders,elongated,bathydemersal,subcarangiform
Careproctus atrans,Actinopterygii,Scorpaeniformes,1.289999962,5.4,19.2,3.14,1300,4.819485714,0.914273,guarders,elongated,bathydemersal,subcarangiform
Careproctus attenuatus,Actinopterygii,Scorpaeniformes,0.5,0.9,73.3,3.26,882,3.8,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus aureomarginatus,Actinopterygii,Scorpaeniformes,1.309999943,4.5,21.8,3.14,1665,5.146952381,0.9393413,guarders,elongated,bathydemersal,subcarangiform
Careproctus bathycoetus,Actinopterygii,Scorpaeniformes,0.529999971,10.6,5.5,3.25,3294,1.8,2.044615,nonguarders,elongated,bathydemersal,balistiform
Careproctus batialis,Actinopterygii,Scorpaeniformes,0.639999986,10.6,5.5,3.23,2300,2.794055556,1.691322,nonguarders,elongated,bathydemersal,balistiform
Careproctus bowersianus,Actinopterygii,Scorpaeniformes,0.540000021,10.4,5.6,3.25,800,3.3,2.01547,nonguarders,elongated,bathydemersal,balistiform
Careproctus cactiformis,Actinopterygii,Scorpaeniformes,0.5,0.9,64.6,3.26,536,3.452706746,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus canus,Actinopterygii,Scorpaeniformes,0.529999971,10.5,5.5,3.25,434,2.9,2.033418,nonguarders,elongated,bathydemersal,balistiform
Careproctus carinatus,Actinopterygii,Scorpaeniformes,0.769999981,8.9,9.1,3.21,30,15.38325,1.441471,nonguarders,elongated,pelagic_neritic,subcarangiform
Careproctus catherinae,Actinopterygii,Scorpaeniformes,0.400000006,13.8,4.6,3.28,2154,2.095362025,2.603045,nonguarders,elongated,bathydemersal,balistiform
Careproctus colletti,Actinopterygii,Scorpaeniformes,0.25,25.9,2.8,3.34,1350,2.3,3.317499,nonguarders,elongated,bathydemersal,balistiform
Careproctus comus,Actinopterygii,Scorpaeniformes,0.829999983,6.9,10.8,3.2,400,3.8,1.376293,nonguarders,elongated,demersal,balistiform
Careproctus continentalis,Actinopterygii,Scorpaeniformes,1.279999971,4.6,21.4,3.15,600,4.751571429,0.9411346,guarders,elongated,bathydemersal,diodontiform
Careproctus credispinulosus,Actinopterygii,Scorpaeniformes,0.5,0.9,64.6,3.26,1400,0.8,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus crozetensis,Actinopterygii,Scorpaeniformes,0.819999993,7,16,3.2,4290,4.526495671,1.385845,nonguarders,elongated,demersal,balistiform
Careproctus curilanus,Actinopterygii,Scorpaeniformes,1.24000001,4.7,9.5,3.15,419,5.643849206,0.9638275,guarders,elongated,bathydemersal,subcarangiform
Careproctus cyclocephalus,Actinopterygii,Scorpaeniformes,0.310000002,17.9,3.8,3.58,1140,2.186706897,2.550174,nonguarders,elongated,bathydemersal,balistiform
Careproctus cypseluroides,Actinopterygii,Scorpaeniformes,0.5,0.9,73.3,3.26,500,3.500540079,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus cypselurus,Actinopterygii,Scorpaeniformes,0.280000001,19.7,3.6,3.33,1775,3.1,2.832541,nonguarders,elongated,bathydemersal,balistiform
Careproctus derjugini,Actinopterygii,Scorpaeniformes,0.400000006,13.9,10.1,3.28,363,6.639063492,2.613986,nonguarders,elongated,bathydemersal,balistiform
Careproctus discoveryae,Actinopterygii,Scorpaeniformes,1.139999986,5.1,19.9,3.16,4270,4.357409957,1.051857,guarders,elongated,bathydemersal,subcarangiform
Careproctus dubius,Actinopterygii,Scorpaeniformes,0.5,0.9,72.3,3.26,150,5.966169913,3.17486,guarders,elongated,demersal,subcarangiform
Careproctus ectenes,Actinopterygii,Scorpaeniformes,1.24000001,4.7,9.5,3.15,641,3.2,0.9638275,guarders,elongated,bathydemersal,diodontiform
Careproctus eltaninae,Actinopterygii,Scorpaeniformes,0.5,0.9,29.3,3.26,3038,1.298250216,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus falklandicus,Actinopterygii,Scorpaeniformes,0.5,0.9,32.8,3.26,150,7.5,3.17486,nonguarders,elongated,demersal,balistiform
Careproctus faunus,Actinopterygii,Scorpaeniformes,0.810000002,7.1,17.8,3.2,422,3.8,1.396104,nonguarders,elongated,demersal,balistiform
Careproctus fedorovi,Actinopterygii,Scorpaeniformes,0.5,0.9,29.3,3.26,3931,1.099841126,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus filamentosus,Actinopterygii,Scorpaeniformes,0.479999989,4.9,23.2,3.26,2940,1.7,2.476779,nonguarders,elongated,bathydemersal,balistiform
Careproctus furcellus,Actinopterygii,Scorpaeniformes,0.170000002,31.1,2.5,3.33,1270,1.9,5.024718,nonguarders,elongated,bathydemersal,balistiform
Careproctus georgianus,Actinopterygii,Scorpaeniformes,0.5,0.9,19.4,3.18,285,1.6,3.17486,nonguarders,elongated,demersal,balistiform
Careproctus gilberti,Actinopterygii,Scorpaeniformes,1.100000024,6.3,17.3,3.16,886,5.1,1.050748,guarders,elongated,bathydemersal,subcarangiform
Careproctus guillemi,Actinopterygii,Scorpaeniformes,0.5,0.9,29.3,3.26,2334,2.272278788,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus homopterus,Actinopterygii,Scorpaeniformes,1.789999962,3.3,12.2,3.11,805,6.667833333,0.7166895,guarders,elongated,bathydemersal,diodontiform
Careproctus hyaleius,Actinopterygii,Scorpaeniformes,0.810000002,8.4,14.2,3.2,2630,2.3938,1.370656,nonguarders,elongated,bathydemersal,balistiform
Careproctus improvisus,Actinopterygii,Scorpaeniformes,0.5,0.9,64.6,3.26,306,1.9,3.17486,guarders,elongated,bathydemersal,subcarangiform
Careproctus inflexidens,Actinopterygii,Scorpaeniformes,0.479999989,14.1,10,3.26,2089,2.961556897,2.179083,nonguarders,elongated,bathydemersal,balistiform
Careproctus kamikawai,Actinopterygii,Scorpaeniformes,0.589999974,11.5,28.7,3.24,1399,6.022671429,1.824818,guarders,elongated_compressed,benthopelagic,subcarangiform
Careproctus karaensis,Actinopterygii,Scorpaeniformes,0.709999979,9.6,8.6,3.21,30,16.27671667,1.557646,nonguarders,elongated,pelagic_neritic,subcarangiform
Careproctus kidoi,Actinopterygii,Scorpaeniformes,0.860000014,6.7,11,3.19,1487,3.645866667,1.350514,nonguarders,elongated,bathydemersal,balistiform
Careproctus knipowitschi,Actinopterygii,Scorpaeniformes,0.560000002,12,11.1,3.24,298,9.812904762,1.889988,nonguarders,elongated,benthopelagic,balistiform
Careproctus lacmi,Actinopterygii,Scorpaeniformes,0.5,0.9,64.6,3.26,3931,0.773614935,3.17486,guarders,elongated,bathydemersal,subcarangiform
Careproctus latiosus,Actinopterygii,Scorpaeniformes,1.00999999,6.8,16.3,3.17,1695,3.634333333,1.125202,guarders,elongated_oval,bathydemersal,subcarangiform
Careproctus leptorhinus,Actinopterygii,Scorpaeniformes,0.5,0.9,29.3,3.26,4295,1.127841126,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus lerikimae,Actinopterygii,Scorpaeniformes,0.5,0.9,42.8,3.26,1789.4446,2.617487121,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus longifilis,Actinopterygii,Scorpaeniformes,0.519999981,8.6,15.9,3.25,3334,1.9,2.13754,nonguarders,elongated,bathydemersal,balistiform
Careproctus longipectoralis,Actinopterygii,Scorpaeniformes,0.50999999,11.1,5.3,3.26,2037,2.317535684,2.109947,nonguarders,elongated,bathydemersal,balistiform
Careproctus longipinnis,Actinopterygii,Scorpaeniformes,0.5,16.9,4,3.5,1322,3.6,1.566988,nonguarders,elongated,bathydemersal,balistiform
Careproctus lycopersicus,Actinopterygii,Scorpaeniformes,0.600000024,9,15.2,3.24,1157,3.3,1.84436,nonguarders,elongated_compressed,benthopelagic,balistiform
Careproctus macranchus,Actinopterygii,Scorpaeniformes,0.5,0.9,64.6,3.26,1600,1.829885931,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus macrodiscus,Actinopterygii,Scorpaeniformes,0.209999993,25.9,3,3.36,780,1.5,3.953689,nonguarders,elongated,bathydemersal,balistiform
Careproctus macrophthalmus,Actinopterygii,Scorpaeniformes,0.910000026,7.5,17.1,3.19,275,9.08097619,1.229011,guarders,elongated,benthopelagic,subcarangiform
Careproctus maculosus,Actinopterygii,Scorpaeniformes,1.679999948,3.5,16.9,3.11,300,9.733963492,0.7378898,guarders,elongated,bathydemersal,diodontiform
Careproctus magellanicus,Actinopterygii,Scorpaeniformes,0.5,0.9,29.3,3.26,2394,2.140778788,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus marginatus,Actinopterygii,Scorpaeniformes,0.370000005,14.9,9.6,3.29,950,3.3,2.056155,nonguarders,elongated,bathypelagic,balistiform
Careproctus mederi,Actinopterygii,Scorpaeniformes,0.5,0.9,73.3,3.26,950,2.85692619,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus melanuroides,Actinopterygii,Scorpaeniformes,0.5,0.9,73.3,3.26,525,3.505540079,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus melanurus,Actinopterygii,Scorpaeniformes,0.430000007,15.57923,3.2,3.36,2286,3.2,2.366994,nonguarders,elongated,bathydemersal,balistiform
Careproctus merretti,Actinopterygii,Scorpaeniformes,0.419999987,13.2,10.4,3.28,3990,3.519990909,2.503675,nonguarders,elongated_compressed,bathydemersal,balistiform
Careproctus mica,Actinopterygii,Scorpaeniformes,1.24000001,5.6,12.3,3.15,204,13.2295,0.9379793,nonguarders,elongated,pelagic_neritic,subcarangiform
Careproctus micropus,Actinopterygii,Scorpaeniformes,0.5,0.9,29.3,3.26,1800,3.4,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus microstomus,Actinopterygii,Scorpaeniformes,0.439999998,10.2,12.4,3.27,3585,1.6,2.471213,nonguarders,elongated,bathydemersal,balistiform
Careproctus minimus,Actinopterygii,Scorpaeniformes,0.5,0.9,19.4,3.26,128,6.368774675,3.17486,nonguarders,elongated,demersal,balistiform
Careproctus mollis,Actinopterygii,Scorpaeniformes,1.080000043,5.3,8.8,3.17,882,3.6,1.085401,guarders,elongated,bathydemersal,subcarangiform
Careproctus moskalevi,Actinopterygii,Scorpaeniformes,1.090000033,6.4,17.1,3.16,1691,4.276952381,1.07183,guarders,elongated_oval,bathydemersal,subcarangiform
Careproctus narilobus,Actinopterygii,Scorpaeniformes,0.629999995,10.8,12,3.23,1800,3.8751,1.710455,nonguarders,elongated_compressed,bathydemersal,balistiform
Careproctus nigricans,Actinopterygii,Scorpaeniformes,0.49000001,11.4,13.1,3.26,2005,2.767078788,2.197677,nonguarders,elongated,bathydemersal,balistiform
Careproctus notosaikaiensis,Actinopterygii,Scorpaeniformes,0.569999993,11.9,11.2,3.24,1130.556333,6.5081,1.88126,guarders,elongated_compressed,benthopelagic,subcarangiform
Careproctus novaezelandiae,Actinopterygii,Scorpaeniformes,0.860000014,4.1,10.5,3.19,1000,4.5,1.424939,guarders,elongated_compressed,bathydemersal,subcarangiform
Careproctus opisthotremus,Actinopterygii,Scorpaeniformes,0.5,0.9,64.6,3.26,2562,1.606900216,3.17486,guarders,elongated,bathydemersal,subcarangiform
Careproctus oregonensis,Actinopterygii,Scorpaeniformes,0.550000012,10.2,12.4,3.24,2818,1.9,1.978971,nonguarders,elongated_compressed,bathydemersal,balistiform
Careproctus ostentum,Actinopterygii,Scorpaeniformes,0.5,0.9,29.3,3.26,1660,2.2,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus ovigerus,Actinopterygii,Scorpaeniformes,0.209999993,25.4,3,3.36,2910,1.9,3.932972,nonguarders,elongated,bathydemersal,balistiform
Careproctus pallidus,Actinopterygii,Scorpaeniformes,0.5,0.9,106.3,3.26,28,10.1,3.17486,guarders,elongated,demersal,subcarangiform
Careproctus parvidiscus,Actinopterygii,Scorpaeniformes,0.479999989,11.6,5.2,3.26,700,3.779335714,2.226897,nonguarders,elongated,bathydemersal,balistiform
Careproctus parviporatus,Actinopterygii,Scorpaeniformes,0.5,0.9,64.6,3.26,3931,0.773614935,3.17486,guarders,elongated,bathydemersal,subcarangiform
Careproctus patagonicus,Actinopterygii,Scorpaeniformes,0.5,0.9,29.3,3.26,2394,2.140778788,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus paxtoni,Actinopterygii,Scorpaeniformes,0.589999974,9.7,14.6,3.24,1134,3.6838,1.861133,nonguarders,elongated,bathydemersal,balistiform
Careproctus pellucicauda,Actinopterygii,Scorpaeniformes,0.660000026,8.6,14,3.22,2821,3.289909524,1.681395,nonguarders,elongated_compressed,bathydemersal,balistiform
Careproctus phasma,Actinopterygii,Scorpaeniformes,0.5,0.9,19.4,3.26,508,2.9,3.17486,nonguarders,elongated,demersal,balistiform
Careproctus polarsterni,Actinopterygii,Scorpaeniformes,0.5,0.9,64.6,3.26,830,2.317307143,3.17486,nonguarders,elongated,bathydemersal,balistiform
Careproctus profundicola,Actinopterygii,Scorpaeniformes,0.600000024,9.5,5.9,3.24,2000,3.9529,1.82164,nonguarders,elongated_oval,bathydemersal,balistiform
Careproctus pseudoprofundicola,Actinopterygii,Scorpaeniformes,0.5,0.9,29.3,3.26,2089,2.500278788,3.17486,nonguarders,elongated,bathydemersal,balistiform
